Pais;Codigo;Periodo;Muertes Totales;Combustibles Solidos;Particulas;Ozono
Mozambique;MOZ;2014;136,460,117,310,581;12,125,167,581,768,500;13,982,696,224,284,000;22,377,126,039,690,700
Mozambique;MOZ;2015;13,310,797,205,283,600;11,810,803,846,343,900;13,785,509,875,226,800;2,197,112,008,935,390
Mozambique;MOZ;2016;12,968,669,122,431,200;1,149,028,125,445,970;13,582,773,999,667,200;2,159,496,329,807,600
Mozambique;MOZ;2017;12,585,633,337,307,700;11,112,580,923,499,300;13,543,209,306,666,600;21,203,810,592,119,100
Myanmar;MMR;1990;2,270,945,360,676,310;1,811,143,595,270,500;3,822,480,601,853,290;1,438,863,281,774,150
Myanmar;MMR;1991;22,611,147,543,367,300;1,800,301,036,611,780;3,831,466,260,056,730;14,407,100,490,850,100
Myanmar;MMR;1992;22,346,866,265,550,300;1,768,608,818,847,080;3,881,723,807,486,260;1,440,239,836,206,970
Myanmar;MMR;1993;22,074,965,098,722,800;17,374,547,725,019,800;3,918,757,081,045,220;14,394,436,920,713,000
Myanmar;MMR;1994;21,754,153,523,510,700;17,023,399,824,757,600;39,468,704,601,340,800;14,387,410,454,538,300
Myanmar;MMR;1995;21,458,316,056,490,600;1,671,738,282,192,520;3,953,286,069,507,210;14,391,298,035,519,200
Myanmar;MMR;1996;2,117,756,856,478,410;16,390,008,374,512,600;39,914,708,529,471,000;14,468,367,022,769,900
Myanmar;MMR;1997;20,829,402,705,198,100;16,011,739,772,894,800;4,010,577,808,620,660;14,577,282,627,949,200
Myanmar;MMR;1998;20,499,148,196,547,200;1,567,381,972,686,540;4,007,056,447,401,090;1,468,922,821,621,090
Myanmar;MMR;1999;2,015,529,419,157,740;15,326,536,218,118,900;3,999,129,657,843,090;148,010,711,134,133
Myanmar;MMR;2000;19,735,988,332,786,600;14,854,387,496,665,800;4,041,001,772,448,340;14,876,516,644,206,400
Myanmar;MMR;2001;19,387,598,032,852,300;1,444,193,766,776,500;4,103,266,240,487,470;14,849,486,051,184,600
Myanmar;MMR;2002;18,929,946,007,253,700;13,838,151,046,694,500;4,250,490,716,541,690;14,715,577,818,284,900
Myanmar;MMR;2003;1,851,028,077,286,100;13,284,744,233,868,600;4,390,624,956,899,630;14,525,238,832,755,000
Myanmar;MMR;2004;18,107,366,090,387,000;12,774,764,118,718,600;4,504,487,494,934,120;1,433,497,278,300,030
Myanmar;MMR;2005;17,480,223,230,596,100;12,106,411,172,608,300;45,561,200,092,891,600;14,043,978,952,455,800
Myanmar;MMR;2006;1,693,122,887,983,120;11,524,450,421,982,800;4,598,606,584,422,960;137,971,434,070,815
Myanmar;MMR;2007;16,273,226,841,463,500;10,887,774,616,874,300;4,593,321,367,791,530;13,431,466,798,234,500
Myanmar;MMR;2008;15,633,915,810,274,000;10,258,993,151,059,200;4,599,844,621,961,400;13,045,200,100,842,100
Myanmar;MMR;2009;150,451,609,924,413;9,732,403,081,543,450;4,554,484,594,705,990;12,691,662,218,693,400
Myanmar;MMR;2010;1,440,312,078,244,610;916,405,357,683,201;44,964,848,783,183,400;1,234,289,043,175,600
Myanmar;MMR;2011;13,891,902,614,876,100;8,723,456,329,989,610;4,433,895,045,820,710;12,130,486,671,862,900
Myanmar;MMR;2012;13,433,401,381,807,700;8,367,789,411,759,790;43,372,134,025,391,300;11,948,603,930,028,000
Myanmar;MMR;2013;13,102,467,239,063,500;8,012,907,317,977,080;4,365,555,438,501,280;11,829,436,232,161,700
Myanmar;MMR;2014;12,710,028,943,736,000;7,808,884,366,730,440;41,758,547,660,788,100;11,727,689,708,866,500
Myanmar;MMR;2015;12,397,154,283,858,700;7,608,909,747,436,240;4,060,876,927,609,110;11,662,654,526,960,400
Myanmar;MMR;2016;12,086,908,104,969,400;7,480,977,116,246,280;3,877,508,193,519,150;1,157,942,004,015,960
Myanmar;MMR;2017;11,810,524,630,170,300;7,258,260,823,502,910;3,829,937,346,473,010;1,143,424,470,348,390
Namibia;NAM;1990;14,547,086,185,213,800;10,850,082,042,524,500;31,538,916,098,517,600;877,062,633,751,893
Namibia;NAM;1991;14,231,514,778,697,500;10,535,256,180,415,800;31,598,092,251,475,700;8,616,840,961,068,130
Namibia;NAM;1992;1,400,658,037,021,600;10,282,630,704,158,700;31,901,954,486,964,500;8,519,282,939,195,930
Namibia;NAM;1993;13,796,861,841,273,000;1,004,350,525,754,910;32,209,743,463,136,800;8,440,051,847,342,350
Namibia;NAM;1994;13,772,538,033,054,200;9,974,855,681,090,420;3,261,187,061,491,630;8,457,470,037,244,930
Namibia;NAM;1995;13,843,067,197,491,900;9,944,493,027,045,340;33,525,327,076,158,800;8,546,507,333,529,530
Namibia;NAM;1996;1,398,999,238,704,410;9,910,785,881,122,620;3,524,047,056,950,110;8,650,600,755,867,530
Namibia;NAM;1997;1,415,962,261,198,230;9,926,186,780,309,840;36,709,324,876,050,100;8,729,354,876,564,610
Namibia;NAM;1998;14,439,461,071,509,900;999,975,954,367,493;386,613,899,303,536;8,852,267,419,706,520
Namibia;NAM;1999;14,611,420,711,781,000;1,005,653,669,976,300;3,975,215,250,668,640;8,911,307,892,839,220
Namibia;NAM;2000;1,474,065,692,462,540;1,008,847,660,361,280;4,067,697,651,301,470;894,451,084,169,772
Namibia;NAM;2001;14,591,601,602,725,700;9,891,874,844,570,970;4,123,946,583,675,230;8,796,574,954,004,330
Namibia;NAM;2002;14,560,527,899,087,800;979,015,103,248,718;41,986,833,958,724;8,715,084,345,146,100
Namibia;NAM;2003;14,164,763,714,677,100;9,434,990,229,106,190;41,727,342,008,492,600;846,429,512,879,944
Namibia;NAM;2004;13,612,913,934,901,800;8,969,290,869,538,670;4,104,583,680,161,930;8,150,986,660,541,310
Namibia;NAM;2005;12,903,099,965,275,400;8,468,049,594,187,040;39,210,803,738,653,100;7,743,419,047,667,220
Namibia;NAM;2006;12,054,353,840,543,000;7,760,883,895,033,280;3,808,799,097,006,250;72,775,130,042,212,400
Namibia;NAM;2007;11,250,903,057,099,600;7,145,432,779,789,270;3,650,102,325,053,230;681,846,933,642,787
Namibia;NAM;2008;10,527,857,108,694,000;6,592,167,421,450,360;350,488,060,490,573;6,427,240,756,530,400
Namibia;NAM;2009;990,082,293,356,509;6,136,141,924,187,770;3,354,790,025,502,820;6,091,036,104,330,950
Namibia;NAM;2010;9,361,168,243,689,820;57,538,501,276,102,900;3,213,975,506,675,550;5,818,146,078,911,680
Namibia;NAM;2011;885,206,547,506,775;540,243,059,204,546;30,713,179,680,222,900;55,678,684,810,789
Namibia;NAM;2012;854,251,276,857,861;5,152,860,145,851,620;30,187,832,155,313,800;5,430,698,881,750,930
Namibia;NAM;2013;835,209,899,831,626;4,935,474,676,449,630;3,052,740,548,103,840;531,556,712,020,272
Namibia;NAM;2014;8,065,479,010,595,940;4,719,672,318,001,620;29,845,251,030,941,200;5,231,476,113,154,200
Namibia;NAM;2015;794,315,990,173,772;44,860,277,344,064,700;30,994,815,353,066,100;5,167,312,809,450,890
Namibia;NAM;2016;770,966,355,341,758;43,208,754,867,792,100;30,313,585,940,360,800;511,444,149,678,988
Namibia;NAM;2017;7,560,720,741,392,430;4,162,359,598,813,730;3,042,583,531,088,650;50,646,516,564,444,400
Nepal;NPL;1990;2,129,642,727,900,090;15,312,943,643,522,400;48,593,343,293,725,400;22,962,717,620,709,300
Nepal;NPL;1991;20,703,778,028,438,500;1,474,307,396,922,080;48,576,118,072,154,400;22,459,339,251,105,900
Nepal;NPL;1992;19,971,738,183,133,200;1,399,845,340,207,740;4,893,876,950,820,320;2,183,621,048,829,040
Nepal;NPL;1993;19,523,895,144,874,000;1,353,924,232,555,500;4,917,380,629,121,560;21,465,293,924,131,400
Nepal;NPL;1994;18,848,781,066,754,100;12,891,951,640,717,900;4,912,569,418,065,360;20,834,594,532,550,900
Nepal;NPL;1995;1,821,236,079,057,840;12,336,876,033,809,000;4,854,954,292,060,980;2,020,977,637,400,810
Nepal;NPL;1996;17,562,423,881,788,800;11,778,636,717,275,900;47,965,921,568,037,600;19,467,941,488,549,600
Nepal;NPL;1997;1,699,270,245,512,890;11,295,361,050,721,900;473,893,343,044,693;1,880,191,033,864,200
Nepal;NPL;1998;1,639,185,534,427,610;10,753,338,241,340,400;4,705,990,700,818,520;18,147,097,787,255,200
Nepal;NPL;1999;15,861,182,375,352,000;10,327,821,540,761,100;4,628,794,517,618,540;17,504,820,258,509,300
Nepal;NPL;2000;15,307,236,379,491,100;9,836,511,323,230,260;4,589,419,155,562,670;16,916,187,359,030,900
Nepal;NPL;2001;1,483,971,598,884,070;9,383,246,290,537,340;4,595,873,722,029,540;16,450,708,073,939,200
Nepal;NPL;2002;14,489,370,690,106,600;9,006,525,963,624,780;4,631,405,188,971,070;16,213,071,636,625,900
Nepal;NPL;2003;1,423,674,256,426,990;8,710,937,776,353,640;4,677,892,740,509,740;1,609,150,051,586,570
Nepal;NPL;2004;14,062,934,971,315,200;8,434,892,989,654,770;4,775,024,800,713,820;1,610,652,309,722,950
Nepal;NPL;2005;1,407,982,949,650,590;834,581,716,928,116;48,721,387,680,175,400;1,619,774,789,338,980
Nepal;NPL;2006;1,410,978,328,966,080;8,182,201,572,594,200;5,054,852,484,632,450;16,354,239,093,372,500
Nepal;NPL;2007;14,147,903,952,078,600;800,142,495,194,222;5,256,426,291,712,440;1,660,915,549,576,830
Nepal;NPL;2008;14,119,988,684,617,300;7,774,369,862,523,820;5,439,267,019,634,500;16,833,795,202,410,800
Nepal;NPL;2009;14,124,061,596,211,500;7,616,083,487,154,060;55,852,554,695,068,800;1,707,851,302,633,320
Nepal;NPL;2010;14,087,915,012,694,700;7,423,911,679,993,030;5,723,597,857,461,850;17,335,410,965,479,800
Nepal;NPL;2011;14,121,705,598,554,800;7,273,984,027,804,680;5,877,840,330,113,890;1,774,594,274,752,520
Nepal;NPL;2012;14,037,225,696,584,800;7,130,977,745,574,660;5,908,344,382,175,540;18,078,744,194,949,700
Nepal;NPL;2013;1,392,191,323,876,170;693,445,183,444,098;5,974,081,104,790,850;18,225,316,103,140,200
Nepal;NPL;2014;1,375,943,993,815,290;6,549,455,232,733,800;6,186,984,497,542,540;18,278,801,805,284,600
Nepal;NPL;2015;13,643,224,885,890,300;63,853,513,851,123,800;6,219,406,425,047,440;18,431,771,440,013,300
Nepal;NPL;2016;13,487,894,132,611,600;606,237,595,384,888;6,378,249,120,438,210;18,492,013,397,897,600
Nepal;NPL;2017;13,326,111,106,641,900;5,774,157,089,323,310;6,498,809,155,380,970;18,545,323,487,991,700
Netherlands;NLD;1990;3,880,530,252,789,490;6,959,041,466,827,080;3,593,376,954,877,030;2,687,819,732,280,770
Netherlands;NLD;1991;37,942,399,137,478,300;6,408,995,718,765,960;351,139,744,907,634;26,991,014,385,056,800
Netherlands;NLD;1992;3,724,088,424,510,050;5,853,410,514,994,150;3,445,006,022,243,460;2,717,549,809,850,910
Netherlands;NLD;1993;3,818,056,176,432,440;5,725,111,309,067,520;3,527,014,392,897,580;2,876,702,205,230,670
Netherlands;NLD;1994;368,086,610,996,467;5,248,280,411,212,550;33,977,397,723,432,300;28,339,922,114,501,400
Netherlands;NLD;1995;3,641,876,764,338,670;48,625,643,315,811,100;33,567,516,235,330,500;29,017,461,458,502,400
Netherlands;NLD;1996;3,616,642,885,630,110;4,546,199,560,324,630;3,331,830,857,783,260;29,343,230,269,895,500
Netherlands;NLD;1997;35,185,501,686,175,400;4,238,338,892,964,050;32,393,899,866,440,400;29,002,365,587,826,000
Netherlands;NLD;1998;3,463,043,190,845,580;3,909,104,318,680,240;31,853,286,026,793,300;2,920,030,669,069,230
Netherlands;NLD;1999;3,467,835,954,464,320;38,273,871,771,809,600;31,882,656,938,639,600;29,499,768,654,261,000
Netherlands;NLD;2000;3,411,037,451,682,650;3,534,410,780,740,970;31,353,405,345,367,200;2,935,695,788,551,460
Netherlands;NLD;2001;33,064,158,638,558,900;3,228,781,977,594,470;30,393,816,281,974,600;2,865,559,737,316,040
Netherlands;NLD;2002;32,289,325,084,482,700;30,049,461,418,541,900;2,966,187,908,578,030;2,838,645,757,707,580
Netherlands;NLD;2003;31,368,996,596,031,000;26,892,831,600,527,000;28,788,617,392,734,900;2,817,780,884,578,860
Netherlands;NLD;2004;29,538,408,911,971,000;23,675,007,689,771,100;270,832,637,904,074;2,702,682,871,373,450
Netherlands;NLD;2005;2,817,903,124,892,180;21,303,680,391,174,000;25,776,327,372,825,100;26,664,980,531,585
Netherlands;NLD;2006;26,907,514,332,322,700;1,894,505,244,501,080;24,584,367,866,770,400;25,994,316,006,806,000
Netherlands;NLD;2007;25,655,076,652,868,200;1,665,144,747,247,240;23,418,933,384,556,700;2,523,216,887,707,230
Netherlands;NLD;2008;251,708,684,241,944;15,064,807,274,949,700;2,296,860,539,160,750;2,503,746,129,625,400
Netherlands;NLD;2009;24,254,778,770,870,200;1,352,512,169,063,660;22,116,757,169,013,300;2,447,112,400,871,740
Netherlands;NLD;2010;23,638,359,946,761,800;12,148,847,308,477,800;21,538,788,470,428,300;24,201,979,547,896,600
Netherlands;NLD;2011;228,388,631,490,412;11,192,634,039,433,500;20,755,814,797,663,000;24,082,401,095,554,400
Netherlands;NLD;2012;21,521,992,157,783,000;10,881,456,746,848,800;19,424,912,585,274,900;2,406,436,829,516,160
Netherlands;NLD;2013;20,141,915,644,961,600;10,199,663,707,517,200;18,081,242,007,987,500;2,356,611,537,919,080
Netherlands;NLD;2014;1,909,365,120,242,840;9,116,608,995,314,860;17,102,812,680,109,000;2,279,953,188,525,450
Netherlands;NLD;2015;1,929,096,156,859,230;8,963,619,931,239,940;1,725,142,180,277,420;2,342,460,660,277,930
Netherlands;NLD;2016;18,586,539,606,771,500;8,830,232,472,686,060;16,517,179,284,518,200;23,609,604,070,728,400
Netherlands;NLD;2017;18,612,504,280,752,600;8,533,711,145,343,150;16,536,460,430,293,900;23,724,880,775,011,800
New Zealand;NZL;1990;23,771,329,287,821,200;5,454,361,246,280,410;23,199,956,119,797,300;2,897,435,206,585,660
New Zealand;NZL;1991;23,160,077,625,361,400;515,698,690,739,772;22,617,680,044,924,300;29,892,492,268,403,300
New Zealand;NZL;1992;23,217,823,830,479,600;48,818,772,553,100,000;22,700,983,253,505,300;32,138,238,439,989,900
New Zealand;NZL;1993;22,706,426,822,656,900;4,623,672,870,275,660;2,221,404,795,131,330;33,681,470,270,910,600
New Zealand;NZL;1994;21,469,767,947,692,100;4,172,535,191,590,880;2,102,166,557,987,930;346,161,229,631,093
New Zealand;NZL;1995;2,165,517,499,241,470;4,044,630,177,760,640;21,216,762,352,128,200;38,060,635,418,796,400
New Zealand;NZL;1996;21,159,884,791,734,300;38,913,279,182,115,800;207,354,015,561,473;3,967,247,954,075,040
New Zealand;NZL;1997;20,195,502,423,456,200;37,138,574,876,222,800;19,788,421,928,939,700;4,006,636,472,445,970
New Zealand;NZL;1998;18,826,166,792,377,700;34,079,282,217,221,600;18,450,323,064,300,800;3,932,532,838,343,030
New Zealand;NZL;1999;18,598,044,716,002,900;33,477,522,903,858,400;18,226,103,926,574,900;41,637,558,633,114,600
New Zealand;NZL;2000;17,124,090,397,275,400;30,603,289,524,031,200;16,781,651,144,834,900;40,710,217,998,225,600
New Zealand;NZL;2001;16,910,138,889,848,700;2,957,632,318,659,270;16,577,249,191,220,300;41,552,593,943,575,800
New Zealand;NZL;2002;16,648,212,024,430,500;2,933,868,362,736,510;16,317,756,625,859,800;4,148,209,591,587,790
New Zealand;NZL;2003;1,602,302,171,030,110;2,793,343,679,531,010;15,707,025,482,865,700;4,100,849,900,998,770
New Zealand;NZL;2004;1,514,823,603,670,790;26,444,462,566,532,300;14,847,953,409,362,600;40,036,376,971,077,800
New Zealand;NZL;2005;14,128,167,018,260,500;24,369,581,729,259,200;13,849,791,439,029,900;38,694,574,137,177,300
New Zealand;NZL;2006;13,767,060,174,822,000;23,974,801,615,800,900;1,349,223,337,534,660;391,613,342,149,188
New Zealand;NZL;2007;1,358,658,069,750,810;233,345,284,593,628;133,162,805,005,413;4,128,578,495,811,840
New Zealand;NZL;2008;13,217,102,491,687,500;22,373,282,370,527,000;12,953,738,548,259,200;44,292,266,545,761,900
New Zealand;NZL;2009;12,651,828,133,224,900;20,950,110,731,385,800;12,400,272,502,577,600;47,003,853,403,198,200
New Zealand;NZL;2010;1,201,925,311,232,720;19,532,494,072,100,100;11,778,866,194,469,900;5,032,480,393,288,750
New Zealand;NZL;2011;12,363,369,551,656,600;1,883,113,958,513,640;12,119,597,109,875,200;6,239,328,689,928,860
New Zealand;NZL;2012;10,912,242,298,356,100;17,530,630,461,181,100;10,659,774,688,141,900;857,816,994,750,948
New Zealand;NZL;2013;10,490,901,038,472,100;16,290,427,980,641,200;10,221,794,843,096,100;11,784,353,562,822,100
New Zealand;NZL;2014;9,537,696,604,180,990;15,229,096,324,899,200;9,238,484,389,678,720;16,148,045,208,420,900
New Zealand;NZL;2015;9,376,395,319,558,680;14,562,884,781,274,400;9,040,562,839,445,970;20,892,064,863,920,800
New Zealand;NZL;2016;8,646,934,412,209,870;1,349,575,402,279,920;8,273,321,160,515,540;2,598,461,572,250,100
New Zealand;NZL;2017;8,598,756,880,012,330;1,309,384,617,828,240;8,176,373,378,836,950;31,715,150,050,962,000
Nicaragua;NIC;1990;6,639,324,048,877,110;5,661,052,009,456,850;9,332,849,722,805,780;7,570,670,839,704,610
Nicaragua;NIC;1991;6,706,104,481,208,920;5,690,513,559,384,630;9,686,042,970,202,220;7,853,991,999,240,190
Nicaragua;NIC;1992;6,414,057,078,682,560;54,127,147,730,633,900;9,549,166,453,000,030;7,710,167,560,163,030
Nicaragua;NIC;1993;6,369,349,706,689,250;53,437,843,344,400,800;9,782,794,420,689,620;7,796,215,126,037,500
Nicaragua;NIC;1994;6,213,647,422,056,760;51,809,533,227,332,600;9,851,114,962,933,540;7,787,281,349,301,690
Nicaragua;NIC;1995;6,157,345,594,379,240;5,091,346,492,388,180;10,171,976,492,433,300;7,918,797,157,581,170
Nicaragua;NIC;1996;598,501,061,179,361;4,891,534,154,348,460;104,448,894,068,706;7,872,810,167,409,700
Nicaragua;NIC;1997;56,596,391,161,416,700;45,722,337,488,526,800;1,038,274,778,824,320;7,832,984,442,299,690
Nicaragua;NIC;1998;54,861,710,729,860,700;43,781,386,136,931,700;10,573,004,689,568,600;8,027,588,645,740,560
Nicaragua;NIC;1999;5,343,351,249,932,410;4,193,899,662,795,350;10,965,609,010,790,500;8,278,149,083,457,430
Nicaragua;NIC;2000;5,196,105,806,743,990;4,030,096,110,991,430;11,116,714,604,028,100;8,432,278,350,834,380
Nicaragua;NIC;2001;520,338,515,088,228;3,975,925,573,845,240;11,694,269,255,572,900;8,930,014,806,234,550
Nicaragua;NIC;2002;5,267,278,369,705,530;40,025,075,689,937,200;12,033,416,151,574,800;9,446,274,751,661,990
Nicaragua;NIC;2003;52,743,948,387,283,200;3,984,668,112,196,000;1,225,066,230,092,200;9,926,638,278,907,540
Nicaragua;NIC;2004;5,249,096,429,100,020;3,960,958,928,166,130;12,211,127,484,853,300;10,293,203,769,248,700
Nicaragua;NIC;2005;5,238,239,310,717,210;3,934,561,019,757,700;12,336,460,556,194,400;1,073,089,945,335,510
Nicaragua;NIC;2006;4,933,238,886,013,660;366,360,031,691,125;12,002,724,040,613,900;10,566,617,626,273,100
Nicaragua;NIC;2007;4,859,761,759,889,600;3,565,157,790,375,160;12,231,646,621,593,200;1,080,522,984,526,460
Nicaragua;NIC;2008;47,261,212,528,190,600;3,407,986,253,824,000;12,448,857,206,551,200;10,981,891,254,733,900
Nicaragua;NIC;2009;4,540,360,583,045,920;3,225,984,996,941,250;12,406,505,368,157,800;10,963,318,189,851,400
Nicaragua;NIC;2010;4,262,890,073,485,660;2,988,209,943,448,660;1,202,289,721,059,060;10,682,194,607,126,000
Nicaragua;NIC;2011;4,207,742,104,446,200;28,960,186,742,628,200;12,379,158,310,472,800;10,817,361,348,736,300
Nicaragua;NIC;2012;4,116,871,307,801,440;2,770,064,619,711,680;12,716,377,120,200,700;10,916,853,013,296,500
Nicaragua;NIC;2013;40,410,314,667,175,200;2,683,401,773,806,510;12,814,527,533,826,600;10,972,370,705,655,000
Nicaragua;NIC;2014;3,998,255,408,281,850;27,031,438,580,974,100;12,159,787,306,065,400;11,228,180,597,487,200
Nicaragua;NIC;2015;3,698,517,210,304,460;2,472,982,891,099,950;11,490,473,194,842,700;10,739,417,812,244,500
Nicaragua;NIC;2016;34,779,565,052,087,800;231,091,624,066,282;10,920,959,601,877,500;10,417,410,866,568,500
Nicaragua;NIC;2017;3,343,893,638,008,530;2,176,492,797,286,690;10,927,921,583,236,800;10,299,626,348,299,300
Niger;NER;1990;22,943,035,918,766,300;19,412,893,352,078,500;33,526,679,462,862,900;4,061,310,682,852,890
Niger;NER;1991;22,521,637,722,889,800;19,038,843,911,560,900;3,310,638,166,605,590;39,409,439,759,668,900
Niger;NER;1992;2,220,021,359,315,070;1,864,620,682,271,060;33,839,795,885,410,000;38,645,959,360,732,100
Niger;NER;1993;217,880,847,228,502;18,252,545,451,318,600;33,691,081,989,057,800;37,571,474,910,176,800
Niger;NER;1994;2,131,161,621,406,480;17,852,938,593,525,100;3,298,316,504,320,130;3,617,294,547,751,060
Niger;NER;1995;20,899,948,757,598,000;1,754,703,722,118,260;31,977,047,855,661,700;34,803,679,526,925,900
Niger;NER;1996;2,030,737,134,791,940;16,975,110,884,591,400;31,851,953,875,641,500;3,301,699,832,408,740
Niger;NER;1997;19,845,017,633,980,200;165,206,930,803,032;31,830,889,541,406,000;3,160,192,680,507,990
Niger;NER;1998;1,933,249,946,878,750;16,075,432,719,947,300;3,121,661,990,152,920;3,032,357,811,043,340
Niger;NER;1999;18,920,889,611,375,900;15,764,660,028,338,800;30,232,118,900,895,900;29,748,965,903,546,400
Niger;NER;2000;18,522,582,737,676,600;15,484,357,316,269,200;29,049,483,738,466,000;29,662,640,613,030,200
Niger;NER;2001;18,107,824,657,451,100;1,508,539,977,549,940;28,879,899,819,485,800;2,982,960,747,354,620
Niger;NER;2002;17,499,805,047,877,600;1,464,283,194,037,980;27,229,918,098,835,100;29,739,365,770,364,100
Niger;NER;2003;16,902,281,772,851,400;14,177,898,123,491,900;25,887,105,613,691,200;29,865,770,066,916,400
Niger;NER;2004;1,630,725,697,018,760;1,376,307,662,736,760;2,408,177,869,936,050;2,991,064,129,835,130
Niger;NER;2005;16,120,121,490,839,800;13,658,818,853,948,200;2,323,498,105,387,100;3,005,298,832,057,370
Niger;NER;2006;1,578,286,438,291,330;13,363,941,782,074,400;2,280,474,591,980,530;30,228,018,497,479,100
Niger;NER;2007;15,329,755,742,542,000;12,945,081,933,050,500;22,457,471,483,266,000;30,287,086,775,925,400
Niger;NER;2008;14,859,567,742,203,800;12,510,782,347,414,000;22,088,400,321,266,700;3,035,277,733,197,620
Niger;NER;2009;14,668,319,516,337,300;12,395,814,731,546,000;21,307,169,067,178,700;3,072,390,001,239,170
Niger;NER;2010;14,367,648,212,473,300;12,132,369,801,848,300;209,113,234,303,453;31,004,963,565,914,700
Niger;NER;2011;14,332,686,459,987,500;12,013,414,706,488,600;217,425,750,739,048;31,259,078,416,752,300
Niger;NER;2012;1,416,834,674,039,010;11,807,481,854,908,700;22,134,307,424,459,500;3,153,166,269,662,460
Niger;NER;2013;14,108,493,901,428,100;11,961,874,462,026,700;19,957,975,146,681,400;3,197,507,813,931,450
Niger;NER;2014;14,070,948,900,818,100;11,956,400,116,313,000;1,961,229,652,689,740;32,426,472,963,586,200
Niger;NER;2015;140,946,489,690,758;11,318,106,617,492,300;2,625,708,946,321,200;3,220,237,779,829,690
Niger;NER;2016;14,036,924,844,024,100;11,233,260,449,014,700;26,502,492,774,122,300;3,253,486,089,441,930
Niger;NER;2017;13,846,776,300,076,300;10,902,428,461,289,200;27,901,248,827,985,400;32,728,374,920,208,100
Nigeria;NGA;1990;14,849,851,490,667,200;10,673,933,408,913,400;4,017,288,180,470,900;29,295,652,632,726,200
Nigeria;NGA;1991;1,468,280,742,475,230;10,503,993,158,777,600;4,024,904,522,014,530;2,841,459,578,172,690
Nigeria;NGA;1992;14,484,410,798,170,100;10,309,067,363,761,500;4,025,887,397,118,800;27,488,490,307,221,600
Nigeria;NGA;1993;14,247,124,428,828,300;10,109,135,099,539,100;3,993,738,478,149,560;26,436,673,887,914,700
Nigeria;NGA;1994;14,036,565,486,800,600;9,959,819,109,201,580;39,379,978,140,851,300;25,343,680,245,440,200
Nigeria;NGA;1995;13,815,206,353,531,000;9,802,353,809,901,140;3,879,581,469,938,640;2,422,162,686,006,670
Nigeria;NGA;1996;1,360,897,751,809,470;9,538,192,826,678,230;3,944,289,114,363,290;2,296,077,918,756,970
Nigeria;NGA;1997;13,377,318,393,558,400;930,788,690,230,166;3,949,261,572,261,830;21,749,981,574,364,000
Nigeria;NGA;1998;1,313,080,397,768,120;9,113,941,830,738,370;39,020,862,721,652,600;2,073,108,502,371,030
Nigeria;NGA;1999;12,863,843,056,276,000;889,556,145,130,632;3,855,536,550,790,840;2,023,670,404,737,450
Nigeria;NGA;2000;12,647,614,452,749,900;8,777,950,368,260,290;3,756,729,958,765,000;20,147,160,284,401,000
Nigeria;NGA;2001;12,305,129,115,383,700;8,463,558,610,422,110;3,729,224,056,275,200;19,998,618,645,318,000
Nigeria;NGA;2002;11,953,360,671,433,700;817,929,387,073,911;3,661,719,305,241,050;19,902,811,350,432,800
Nigeria;NGA;2003;11,501,062,846,015,000;7,849,059,321,713,830;35,398,140,148,456,200;197,289,767,441,446
Nigeria;NGA;2004;11,025,625,683,430,800;7,535,593,451,519,440;3,378,341,933,761,380;1,949,980,638,811,940
Nigeria;NGA;2005;10,493,039,377,293,600;7,184,371,395,584,930;31,980,010,967,970,700;19,151,091,865,816,900
Nigeria;NGA;2006;10,226,652,946,270,900;6,888,248,484,256,030;3,228,430,489,751,210;18,935,679,152,778,200
Nigeria;NGA;2007;9,890,305,851,155,780;6,583,042,191,960,690;31,976,738,851,402,500;187,539,569,212,596
Nigeria;NGA;2008;9,418,558,809,635,540;6,194,954,787,791,600;31,144,123,668,614,400;18,523,847,297,269,200
Nigeria;NGA;2009;9,085,667,345,996,580;59,343,114,320,100,700;3,041,781,661,111,830;18,424,443,505,546,500
Nigeria;NGA;2010;8,780,236,781,736,150;5,725,003,052,258,950;2,944,879,176,034,030;1,840,572,200,343,650
Nigeria;NGA;2011;8,519,911,230,327,030;5,550,639,397,548,710;28,577,949,169,833,400;18,465,455,813,605,400
Nigeria;NGA;2012;8,422,323,566,821,320;527,831,170,058,084;30,316,715,956,373,500;18,624,563,493,115,400
Nigeria;NGA;2013;8,177,898,469,744,660;52,331,524,255,796,500;2,829,193,299,485,640;18,919,495,385,258,100
Nigeria;NGA;2014;8,124,824,723,283,470;5,142,600,515,201,680;28,640,410,280,520,400;19,292,034,839,130,300
Nigeria;NGA;2015;8,363,084,398,958,390;463,512,493,160,301;3,612,242,532,535,970;19,388,177,787,635,300
Nigeria;NGA;2016;8,290,048,546,151,310;4,617,296,270,251,130;3,553,636,699,003,310;19,799,994,981,113,500
Nigeria;NGA;2017;8,122,147,297,940,870;4,465,023,672,782,940;35,368,217,516,927,600;19,940,292,619,545,200
North Africa and Middle East;;1990;10,830,967,975,814,700;3,542,308,085,913,670;7,040,336,583,100,250;36,687,417,466,456,500
North Africa and Middle East;;1991;10,682,861,113,441,100;3,355,503,277,287,710;7,079,273,759,346,420;3,658,863,580,422,230
North Africa and Middle East;;1992;10,511,240,169,214,400;3,225,770,172,284,960;7,038,873,960,909,220;36,307,076,369,564,100
North Africa and Middle East;;1993;10,472,720,795,107,800;3,171,967,395,216,020;705,410,235,086,005;3,625,659,461,837,800
